timestamp,open,high,low,close,volume
2026-01-05 10:47:00,5977.68,5978.69,5974.14,5975.16,1230
2026-01-05 10:48:00,5975.16,5975.63,5974.88,5975.36,1333
2026-01-05 10:49:00,5975.36,5977.10,5974.76,5976.49,1013
2026-01-05 10:50:00,5976.49,5983.02,5975.53,5982.06,1282
2026-01-05 10:51:00,5982.06,5982.99,5979.53,5980.46,1209
2026-01-05 10:52:00,5980.46,5980.90,5976.92,5977.36,1125
2026-01-05 10:53:00,5977.36,5977.76,5973.69,5974.09,1068
2026-01-05 10:54:00,5974.09,5974.37,5972.17,5972.45,1204
2026-01-05 10:55:00,5972.45,5972.59,5969.10,5969.25,1127
2026-01-05 10:56:00,5969.25,5970.25,5969.21,5970.21,1166
2026-01-05 10:57:00,5970.21,5972.41,5969.50,5971.71,1203
2026-01-05 10:58:00,5971.71,5976.17,5971.35,5975.81,1258
2026-01-05 10:59:00,5975.81,5980.67,5975.79,5980.64,1063
2026-01-05 11:00:00,5980.64,5987.18,5979.99,5986.53,1016
2026-01-05 11:01:00,5986.53,5986.70,5983.80,5983.97,1162
2026-01-05 11:02:00,5983.97,5984.64,5980.92,5981.59,1086
2026-01-05 11:03:00,5981.59,5981.79,5979.83,5980.03,1009
2026-01-05 11:04:00,5980.03,5985.93,5978.20,5984.10,1141
2026-01-05 11:05:00,5984.10,5985.40,5978.22,5979.52,1531
2026-01-05 11:06:00,5979.52,5985.13,5979.16,5984.77,1024
2026-01-05 11:07:00,5984.77,5986.73,5984.65,5986.61,1010
2026-01-05 11:08:00,5986.61,5987.37,5983.97,5984.72,1210
2026-01-05 11:09:00,5984.72,5991.23,5983.91,5990.41,1005
2026-01-05 11:10:00,5990.41,5991.88,5986.86,5988.33,1300
2026-01-05 11:11:00,5988.33,5996.28,5987.72,5995.68,1025
2026-01-05 11:12:00,5995.68,5996.73,5994.92,5995.97,1048
2026-01-05 11:13:00,5995.97,5997.80,5995.11,5996.94,1189
2026-01-05 11:14:00,5996.94,5999.79,5996.41,5999.27,1130
2026-01-05 11:15:00,5999.27,5999.45,5998.96,5999.14,1022
2026-01-05 11:16:00,5999.14,5999.31,5998.58,5998.75,1235
2026-01-05 11:17:00,5998.75,6003.55,5996.75,6001.56,1208
2026-01-05 11:18:00,6001.56,6002.22,6001.07,6001.73,1036
2026-01-05 11:19:00,6001.73,6002.41,6001.34,6002.02,1176
2026-01-05 11:20:00,6002.02,6002.05,5999.10,5999.13,1109
2026-01-05 11:21:00,5999.13,5999.40,5998.09,5998.36,1041
2026-01-05 11:22:00,5998.36,5998.45,5994.82,5994.92,1073
2026-01-05 11:23:00,5994.92,5995.39,5992.61,5993.08,1350
2026-01-05 11:24:00,5993.08,5996.46,5992.23,5995.62,1168
2026-01-05 11:25:00,5995.62,5996.17,5992.61,5993.16,1085
2026-01-05 11:26:00,5993.16,5993.17,5989.67,5989.68,1020
2026-01-05 11:27:00,5989.68,5990.98,5987.59,5988.89,1320
2026-01-05 11:28:00,5988.89,5989.83,5986.91,5987.86,1186
2026-01-05 11:29:00,5987.86,5988.84,5985.61,5986.58,1217
2026-01-05 11:30:00,5986.58,5991.81,5986.13,5991.36,1154
2026-01-05 11:31:00,5991.36,6000.27,5991.20,6000.11,1101
2026-01-05 11:32:00,6000.11,6000.50,5999.08,5999.47,1071
2026-01-05 11:33:00,5999.47,6000.41,5996.43,5997.37,1050
2026-01-05 11:34:00,5997.37,5998.61,5992.90,5994.14,1108
2026-01-05 11:35:00,5994.14,5994.99,5987.80,5988.65,1109
2026-01-05 11:36:00,5988.65,5992.31,5988.38,5992.04,1373
2026-01-05 11:37:00,5992.04,5992.76,5988.38,5989.10,1173
2026-01-05 11:38:00,5989.10,5989.19,5986.41,5986.50,1017
2026-01-05 11:39:00,5986.50,5986.58,5983.24,5983.32,1006
2026-01-05 11:40:00,5983.32,5983.55,5978.47,5978.69,1061
2026-01-05 11:41:00,5978.69,5982.56,5978.67,5982.54,1526
2026-01-05 11:42:00,5982.54,5983.33,5979.30,5980.08,1206
2026-01-05 11:43:00,5980.08,5980.96,5979.65,5980.53,1046
2026-01-05 11:44:00,5980.53,5981.16,5977.32,5977.95,1064
2026-01-05 11:45:00,5977.95,5978.08,5977.40,5977.53,1058
2026-01-05 11:46:00,5977.53,5982.94,5976.78,5982.18,1035
2026-01-05 11:47:00,5982.18,5983.53,5980.98,5982.33,1201
2026-01-05 11:48:00,5982.33,5982.60,5982.12,5982.39,1116
2026-01-05 11:49:00,5982.39,5983.81,5982.15,5983.57,1005
2026-01-05 11:50:00,5983.57,5986.56,5982.39,5985.39,1081
2026-01-05 11:51:00,5985.39,5986.34,5984.55,5985.51,1084
2026-01-05 11:52:00,5985.51,5989.77,5985.29,5989.55,1168
2026-01-05 11:53:00,5989.55,5990.16,5985.52,5986.13,1304
2026-01-05 11:54:00,5986.13,5988.28,5985.78,5987.94,1035
2026-01-05 11:55:00,5987.94,5988.45,5982.49,5983.01,1011
2026-01-05 11:56:00,5983.01,5983.95,5978.94,5979.88,1021
2026-01-05 11:57:00,5979.88,5980.77,5979.69,5980.58,1252
2026-01-05 11:58:00,5980.58,5985.96,5979.79,5985.17,1227
2026-01-05 11:59:00,5985.17,5987.96,5983.85,5986.64,1017
2026-01-05 12:00:00,5986.64,5986.65,5981.14,5981.14,1048
2026-01-05 12:01:00,5981.14,5982.74,5978.87,5980.47,1104
2026-01-05 12:02:00,5980.47,5988.99,5979.68,5988.20,1011
2026-01-05 12:03:00,5988.20,5988.49,5986.80,5987.08,1029
2026-01-05 12:04:00,5987.08,5988.99,5986.04,5987.94,1093
2026-01-05 12:05:00,5987.94,5988.50,5987.54,5988.10,1012
2026-01-05 12:06:00,5988.10,5988.82,5986.71,5987.42,1046
2026-01-05 12:07:00,5987.42,5987.62,5984.53,5984.72,1061
2026-01-05 12:08:00,5984.72,5986.22,5983.29,5984.78,1095
2026-01-05 12:09:00,5984.78,5985.52,5982.99,5983.72,1262
2026-01-05 12:10:00,5983.72,5984.50,5982.84,5983.61,1617
2026-01-05 12:11:00,5983.61,5984.42,5980.49,5981.30,1170
2026-01-05 12:12:00,5981.30,5981.83,5980.17,5980.70,1168
2026-01-05 12:13:00,5980.70,5981.10,5979.08,5979.49,1213
2026-01-05 12:14:00,5979.49,5980.22,5972.72,5973.45,1116
2026-01-05 12:15:00,5973.45,5973.86,5972.70,5973.11,1067
2026-01-05 12:16:00,5973.11,5974.23,5971.22,5972.35,1112
2026-01-05 12:17:00,5972.35,5974.02,5971.68,5973.35,1116
2026-01-05 12:18:00,5973.35,5973.48,5971.15,5971.27,1217
2026-01-05 12:19:00,5971.27,5972.07,5971.21,5972.01,1368
2026-01-05 12:20:00,5972.01,5972.02,5968.26,5968.28,1112
2026-01-05 12:21:00,5968.28,5968.50,5959.92,5960.14,1007
2026-01-05 12:22:00,5960.14,5962.18,5958.95,5961.00,1249
2026-01-05 12:23:00,5961.00,5961.90,5957.95,5958.86,1316
2026-01-05 12:24:00,5958.86,5959.36,5957.35,5957.85,1202
2026-01-05 12:25:00,5957.85,5962.88,5957.36,5962.39,1656
2026-01-05 12:26:00,5962.39,5964.13,5958.98,5960.71,1061
2026-01-05 12:27:00,5960.71,5964.08,5960.61,5963.98,1060
2026-01-05 12:28:00,5963.98,5964.31,5963.59,5963.92,1263
2026-01-05 12:29:00,5963.92,5964.36,5959.53,5959.98,1048
2026-01-05 12:30:00,5959.98,5963.58,5959.60,5963.20,1052
2026-01-05 12:31:00,5963.20,5963.28,5961.44,5961.52,1110
2026-01-05 12:32:00,5961.52,5961.79,5959.57,5959.84,1192
2026-01-05 12:33:00,5959.84,5960.13,5956.52,5956.81,1095
2026-01-05 12:34:00,5956.81,5957.71,5956.17,5957.06,1057
2026-01-05 12:35:00,5957.06,5962.80,5956.25,5961.99,1172
2026-01-05 12:36:00,5961.99,5962.14,5961.25,5961.41,1180
2026-01-05 12:37:00,5961.41,5967.41,5961.13,5967.13,1174
2026-01-05 12:38:00,5967.13,5969.45,5967.00,5969.31,1152
2026-01-05 12:39:00,5969.31,5969.50,5959.75,5959.94,1017
2026-01-05 12:40:00,5959.94,5959.98,5959.09,5959.13,1023
2026-01-05 12:41:00,5959.13,5960.00,5958.95,5959.82,1416
2026-01-05 12:42:00,5959.82,5960.21,5957.02,5957.40,1097
2026-01-05 12:43:00,5957.40,5957.96,5955.03,5955.58,1043
2026-01-05 12:44:00,5955.58,5956.48,5953.48,5954.37,1086
2026-01-05 12:45:00,5954.37,5955.91,5948.63,5950.18,1173
2026-01-05 12:46:00,5950.18,5950.22,5948.42,5948.46,1177
2026-01-05 12:47:00,5948.46,5949.89,5945.70,5947.13,1112
2026-01-05 12:48:00,5947.13,5947.49,5945.08,5945.44,1010
2026-01-05 12:49:00,5945.44,5948.91,5944.93,5948.41,1179
2026-01-05 12:50:00,5948.41,5951.24,5947.91,5950.74,1108
2026-01-05 12:51:00,5950.74,5953.99,5950.66,5953.90,1195
2026-01-05 12:52:00,5953.90,5954.13,5949.70,5949.93,1121
2026-01-05 12:53:00,5949.93,5954.95,5949.47,5954.49,1267
2026-01-05 12:54:00,5954.49,5954.82,5952.00,5952.33,1268
2026-01-05 12:55:00,5952.33,5956.05,5952.15,5955.88,1074
2026-01-05 12:56:00,5955.88,5955.97,5954.22,5954.31,1043
2026-01-05 12:57:00,5954.31,5958.26,5953.53,5957.48,1170
2026-01-05 12:58:00,5957.48,5957.58,5955.45,5955.55,1105
2026-01-05 12:59:00,5955.55,5960.75,5955.47,5960.67,1329
2026-01-05 13:00:00,5960.67,5967.15,5960.32,5966.80,1239
2026-01-05 13:01:00,5966.80,5970.37,5966.46,5970.03,1221
2026-01-05 13:02:00,5970.03,5972.99,5968.60,5971.56,1113
2026-01-05 13:03:00,5971.56,5971.81,5971.27,5971.52,1680
2026-01-05 13:04:00,5971.52,5971.86,5967.81,5968.15,1351
2026-01-05 13:05:00,5968.15,5968.71,5962.36,5962.92,1135
2026-01-05 13:06:00,5962.92,5964.47,5962.03,5963.58,1006
2026-01-05 13:07:00,5963.58,5963.81,5961.12,5961.35,1080
2026-01-05 13:08:00,5961.35,5963.85,5957.18,5959.68,1003
2026-01-05 13:09:00,5959.68,5960.16,5959.42,5959.90,1052
2026-01-05 13:10:00,5959.90,5964.05,5959.39,5963.54,1128
2026-01-05 13:11:00,5963.54,5964.32,5958.61,5959.40,1054
2026-01-05 13:12:00,5959.40,5959.87,5958.59,5959.07,1028
2026-01-05 13:13:00,5959.07,5961.17,5958.79,5960.89,1059
2026-01-05 13:14:00,5960.89,5961.15,5959.11,5959.37,1067
2026-01-05 13:15:00,5959.37,5960.04,5958.32,5958.99,1256
2026-01-05 13:16:00,5958.99,5960.25,5955.19,5956.45,1268
2026-01-05 13:17:00,5956.45,5957.19,5951.93,5952.67,1173
2026-01-05 13:18:00,5952.67,5952.88,5949.36,5949.57,1027
2026-01-05 13:19:00,5949.57,5949.60,5946.61,5946.63,1052
2026-01-05 13:20:00,5946.63,5947.01,5944.20,5944.57,1034
2026-01-05 13:21:00,5944.57,5946.61,5943.90,5945.94,1769
2026-01-05 13:22:00,5945.94,5947.17,5945.53,5946.76,1032
2026-01-05 13:23:00,5946.76,5947.42,5942.33,5942.98,1352
2026-01-05 13:24:00,5942.98,5944.55,5938.97,5940.53,1123
2026-01-05 13:25:00,5940.53,5941.86,5940.32,5941.65,1194
2026-01-05 13:26:00,5941.65,5942.62,5937.36,5938.33,1099
2026-01-05 13:27:00,5938.33,5939.89,5935.67,5937.24,1111
2026-01-05 13:28:00,5937.24,5937.85,5931.49,5932.10,1139
2026-01-05 13:29:00,5932.10,5932.98,5931.36,5932.24,1107
2026-01-05 13:30:00,5932.24,5933.38,5931.77,5932.91,1021
2026-01-05 13:31:00,5932.91,5935.42,5932.89,5935.40,1024
2026-01-05 13:32:00,5935.40,5935.64,5935.05,5935.29,1038
2026-01-05 13:33:00,5935.29,5937.66,5935.14,5937.51,1464
2026-01-05 13:34:00,5937.51,5940.24,5937.00,5939.73,1323
2026-01-05 13:35:00,5939.73,5944.16,5937.82,5942.25,1230
2026-01-05 13:36:00,5942.25,5943.19,5941.49,5942.42,1035
2026-01-05 13:37:00,5942.42,5943.47,5941.49,5942.54,1091
2026-01-05 13:38:00,5942.54,5945.82,5942.08,5945.36,1167
2026-01-05 13:39:00,5945.36,5945.54,5943.09,5943.27,1007
2026-01-05 13:40:00,5943.27,5943.28,5939.30,5939.32,1032
2026-01-05 13:41:00,5939.32,5939.83,5935.99,5936.50,1089
2026-01-05 13:42:00,5936.50,5937.38,5935.26,5936.14,1299
2026-01-05 13:43:00,5936.14,5937.66,5936.09,5937.60,1198
2026-01-05 13:44:00,5937.60,5943.04,5936.13,5941.57,1449
2026-01-05 13:45:00,5941.57,5941.85,5938.58,5938.86,1065
2026-01-05 13:46:00,5938.86,5940.03,5938.74,5939.91,1233
2026-01-05 13:47:00,5939.91,5942.51,5939.17,5941.77,1023
2026-01-05 13:48:00,5941.77,5941.95,5939.43,5939.61,1141
2026-01-05 13:49:00,5939.61,5942.65,5939.08,5942.13,1203
2026-01-05 13:50:00,5942.13,5943.00,5937.69,5938.55,1209
2026-01-05 13:51:00,5938.55,5939.20,5934.35,5934.99,1121
2026-01-05 13:52:00,5934.99,5935.53,5934.02,5934.55,1008
2026-01-05 13:53:00,5934.55,5936.23,5933.81,5935.48,1245
2026-01-05 13:54:00,5935.48,5936.47,5932.17,5933.15,1253
2026-01-05 13:55:00,5933.15,5933.53,5931.48,5931.86,1263
2026-01-05 13:56:00,5931.86,5932.22,5931.04,5931.40,1098
2026-01-05 13:57:00,5931.40,5936.85,5930.70,5936.14,1178
2026-01-05 13:58:00,5936.14,5942.14,5935.58,5941.58,1051
2026-01-05 13:59:00,5941.58,5942.21,5934.69,5935.32,1134
2026-01-05 14:00:00,5935.32,5936.49,5932.14,5933.31,1370
2026-01-05 14:01:00,5933.31,5940.70,5932.73,5940.13,1022
2026-01-05 14:02:00,5940.13,5940.80,5936.60,5937.28,1157
2026-01-05 14:03:00,5937.28,5940.19,5937.09,5940.00,1058
2026-01-05 14:04:00,5940.00,5942.37,5939.92,5942.29,1198
2026-01-05 14:05:00,5942.29,5944.67,5941.71,5944.08,1218
2026-01-05 14:06:00,5944.08,5944.56,5943.94,5944.43,1127
2026-01-05 14:07:00,5944.43,5946.94,5943.87,5946.38,1106
2026-01-05 14:08:00,5946.38,5949.50,5945.64,5948.75,1214
2026-01-05 14:09:00,5948.75,5949.90,5944.20,5945.35,1343
2026-01-05 14:10:00,5945.35,5946.13,5944.46,5945.25,1264
2026-01-05 14:11:00,5945.25,5949.35,5944.57,5948.68,1216
2026-01-05 14:12:00,5948.68,5950.67,5947.98,5949.96,1303
2026-01-05 14:13:00,5949.96,5950.54,5946.53,5947.11,1162
2026-01-05 14:14:00,5947.11,5947.88,5945.13,5945.89,1313
2026-01-05 14:15:00,5945.89,5947.48,5937.68,5939.26,1062
2026-01-05 14:16:00,5939.26,5940.19,5939.02,5939.94,1091
2026-01-05 14:17:00,5939.94,5945.93,5939.10,5945.09,1230
2026-01-05 14:18:00,5945.09,5949.23,5944.00,5948.13,1132
2026-01-05 14:19:00,5948.13,5950.15,5947.57,5949.59,1030
2026-01-05 14:20:00,5949.59,5953.37,5949.12,5952.90,1182
2026-01-05 14:21:00,5952.90,5954.95,5952.39,5954.45,1098
2026-01-05 14:22:00,5954.45,5954.87,5947.95,5948.38,1206
2026-01-05 14:23:00,5948.38,5949.83,5945.50,5946.96,1061
2026-01-05 14:24:00,5946.96,5948.67,5944.70,5946.41,1081
2026-01-05 14:25:00,5946.41,5949.07,5944.83,5947.49,1272
2026-01-05 14:26:00,5947.49,5948.72,5946.79,5948.02,1230
2026-01-05 14:27:00,5948.02,5953.23,5946.66,5951.86,1031
2026-01-05 14:28:00,5951.86,5953.12,5950.42,5951.68,1201
2026-01-05 14:29:00,5951.68,5956.28,5950.34,5954.94,1050
2026-01-05 14:30:00,5954.94,5956.32,5953.35,5954.74,1102
2026-01-05 14:31:00,5954.74,5955.88,5953.69,5954.83,1173
2026-01-05 14:32:00,5954.83,5955.40,5948.93,5949.50,1046
2026-01-05 14:33:00,5949.50,5950.47,5947.63,5948.61,1467
2026-01-05 14:34:00,5948.61,5949.31,5946.72,5947.42,1192
2026-01-05 14:35:00,5947.42,5951.79,5945.76,5950.13,1093
2026-01-05 14:36:00,5950.13,5950.31,5948.69,5948.87,1100
2026-01-05 14:37:00,5948.87,5949.91,5948.70,5949.75,1155
2026-01-05 14:38:00,5949.75,5950.14,5949.57,5949.97,1078
2026-01-05 14:39:00,5949.97,5950.45,5947.84,5948.32,1020
2026-01-05 14:40:00,5948.32,5951.17,5947.98,5950.83,1321
2026-01-05 14:41:00,5950.83,5956.89,5950.15,5956.20,1117
2026-01-05 14:42:00,5956.20,5960.75,5956.08,5960.63,1189
2026-01-05 14:43:00,5960.63,5962.30,5959.66,5961.33,1049
2026-01-05 14:44:00,5961.33,5961.59,5958.05,5958.31,1420
2026-01-05 14:45:00,5958.31,5960.35,5957.23,5959.27,1038
2026-01-05 14:46:00,5959.27,5963.36,5958.86,5962.95,1234
2026-01-05 14:47:00,5962.95,5966.78,5962.89,5966.72,1186
2026-01-05 14:48:00,5966.72,5966.74,5966.43,5966.45,1156
2026-01-05 14:49:00,5966.45,5968.23,5965.94,5967.73,1010
2026-01-05 14:50:00,5967.73,5968.81,5965.37,5966.46,1049
2026-01-05 14:51:00,5966.46,5972.87,5965.48,5971.89,1051
2026-01-05 14:52:00,5971.89,5972.57,5970.84,5971.52,1141
2026-01-05 14:53:00,5971.52,5971.90,5965.97,5966.35,1085
2026-01-05 14:54:00,5966.35,5967.15,5964.31,5965.11,1021
2026-01-05 14:55:00,5965.11,5972.52,5964.71,5972.12,1025
2026-01-05 14:56:00,5972.12,5975.05,5972.09,5975.02,1012
2026-01-05 14:57:00,5975.02,5975.75,5972.64,5973.37,1338
2026-01-05 14:58:00,5973.37,5979.45,5973.07,5979.15,1003
2026-01-05 14:59:00,5979.15,5979.58,5974.80,5975.23,1173
2026-01-05 15:00:00,5975.23,5976.47,5975.03,5976.27,1223
2026-01-05 15:01:00,5976.27,5982.05,5975.76,5981.54,1214
2026-01-05 15:02:00,5981.54,5981.89,5979.40,5979.75,1284
2026-01-05 15:03:00,5979.75,5979.96,5978.27,5978.48,1083
2026-01-05 15:04:00,5978.48,5978.55,5972.76,5972.83,1243
2026-01-05 15:05:00,5972.83,5978.46,5972.12,5977.76,1092
2026-01-05 15:06:00,5977.76,5978.73,5977.58,5978.55,1067
2026-01-05 15:07:00,5978.55,5978.56,5975.42,5975.43,1229
2026-01-05 15:08:00,5975.43,5979.99,5974.33,5978.89,1379
2026-01-05 15:09:00,5978.89,5979.83,5978.18,5979.13,1051
2026-01-05 15:10:00,5979.13,5979.13,5975.52,5975.53,1209
2026-01-05 15:11:00,5975.53,5976.46,5975.20,5976.13,1206
2026-01-05 15:12:00,5976.13,5977.06,5970.42,5971.35,1036
2026-01-05 15:13:00,5971.35,5971.48,5969.98,5970.11,1265
2026-01-05 15:14:00,5970.11,5971.00,5968.38,5969.27,1299
2026-01-05 15:15:00,5969.27,5969.33,5968.88,5968.94,1335
2026-01-05 15:16:00,5968.94,5969.23,5964.31,5964.60,1009
2026-01-05 15:17:00,5964.60,5966.33,5960.98,5962.71,1013
2026-01-05 15:18:00,5962.71,5962.90,5962.43,5962.62,1024
2026-01-05 15:19:00,5962.62,5969.67,5962.04,5969.10,1111
2026-01-05 15:20:00,5969.10,5969.12,5968.50,5968.52,1228
2026-01-05 15:21:00,5968.52,5968.62,5966.36,5966.46,1098
2026-01-05 15:22:00,5966.46,5971.54,5965.87,5970.94,1157
2026-01-05 15:23:00,5970.94,5971.50,5964.86,5965.42,1386
2026-01-05 15:24:00,5965.42,5965.95,5965.40,5965.93,1155
2026-01-05 15:25:00,5965.93,5966.78,5962.30,5963.16,1040
2026-01-05 15:26:00,5963.16,5965.61,5962.75,5965.21,1192
2026-01-05 15:27:00,5965.21,5969.77,5964.90,5969.46,1020
2026-01-05 15:28:00,5969.46,5969.62,5968.77,5968.92,1080
2026-01-05 15:29:00,5968.92,5971.45,5967.78,5970.31,1019
2026-01-05 15:30:00,5970.31,5970.91,5970.26,5970.86,1104
2026-01-05 15:31:00,5970.86,5979.12,5968.64,5976.89,1128
2026-01-05 15:32:00,5976.89,5979.19,5976.70,5979.00,1020
2026-01-05 15:33:00,5979.00,5979.22,5975.26,5975.49,1377
2026-01-05 15:34:00,5975.49,5975.82,5968.58,5968.91,1046
2026-01-05 15:35:00,5968.91,5976.30,5968.50,5975.89,1071
2026-01-05 15:36:00,5975.89,5976.62,5975.64,5976.37,1050
2026-01-05 15:37:00,5976.37,5979.12,5975.40,5978.15,1138
2026-01-05 15:38:00,5978.15,5979.70,5974.24,5975.79,1111
2026-01-05 15:39:00,5975.79,5979.93,5975.47,5979.61,1369
2026-01-05 15:40:00,5979.61,5981.61,5977.45,5979.45,1346
2026-01-05 15:41:00,5979.45,5984.50,5978.50,5983.55,1185
2026-01-05 15:42:00,5983.55,5984.66,5981.84,5982.95,1393
2026-01-05 15:43:00,5982.95,5983.29,5979.79,5980.13,1067
2026-01-05 15:44:00,5980.13,5980.52,5979.65,5980.03,1092
2026-01-05 15:45:00,5980.03,5980.81,5978.71,5979.49,1136
2026-01-05 15:46:00,5979.49,5979.97,5973.90,5974.38,1179
2026-01-05 15:47:00,5974.38,5976.18,5974.31,5976.11,1044
2026-01-05 15:48:00,5976.11,5980.09,5975.27,5979.25,1191
2026-01-05 15:49:00,5979.25,5982.61,5977.69,5981.06,1066
2026-01-05 15:50:00,5981.06,5982.19,5980.45,5981.59,1018
2026-01-05 15:51:00,5981.59,5988.56,5980.80,5987.76,1238
2026-01-05 15:52:00,5987.76,5987.94,5984.60,5984.78,1087
2026-01-05 15:53:00,5984.78,5986.15,5980.94,5982.32,1070
2026-01-05 15:54:00,5982.32,5988.17,5982.06,5987.91,1031
2026-01-05 15:55:00,5987.91,5988.98,5987.21,5988.28,1178
2026-01-05 15:56:00,5988.28,5989.30,5988.14,5989.16,1150
2026-01-05 15:57:00,5989.16,5989.69,5988.84,5989.37,1225
